38001,0
38002,0
38003,1
38004,0
38005,0
38006,1
38007,0
38008,1
38009,0
38010,1
38011,1
38012,0
38013,1
38014,0
38015,0
38016,0
38017,0
38018,0
38019,0
38020,0
38021,0
38022,0
38023,0
38024,0
38025,0
38026,0
38027,0
38028,1
38029,0
38030,1
38031,0
38032,0
38033,0
38034,0
38035,0
38036,0
38037,0
38038,0
38039,0
38040,1
38041,0
38042,0
38043,0
38044,1
38045,0
38046,0
38047,0
38048,0
38049,1
38050,0
38051,0
38052,0
38053,0
38054,0
38055,0
38056,1
38057,1
38058,0
38059,0
38060,0
38061,0
38062,0
38063,0
38064,0
38065,1
38066,0
38067,0
38068,1
38069,1
38070,0
38071,0
38072,1
38073,0
38074,0
38075,0
38076,0
38077,0
38078,1
38079,0
38080,0
38081,0
38082,0
38083,1
38084,0
38085,0
38086,0
38087,0
38088,0
38089,1
38090,0
38091,0
38092,0
38093,0
38094,0
38095,0
38096,0
38097,1
38098,0
38099,0
38100,0
38101,0
38102,0
38103,0
38104,0
38105,1
38106,0
38107,0
38108,0
38109,0
38110,0
38111,0
38112,0
38113,0
38114,0
38115,0
38116,0
38117,0
38118,0
38119,0
38120,0
38121,0
38122,0
38123,1
38124,1
38125,0
38126,0
38127,0
38128,0
38129,0
38130,0
38131,1
38132,0
38133,0
38134,0
38135,1
38136,0
38137,0
38138,0
38139,1
38140,0
38141,0
38142,1
38143,0
38144,0
38145,0
38146,0
38147,1
38148,0
38149,0
38150,0
38151,0
38152,1
38153,0
38154,0
38155,0
38156,0
38157,1
38158,0
38159,1
38160,0
38161,0
38162,0
38163,0
38164,0
38165,1
38166,1
38167,0
38168,0
38169,1
38170,0
38171,0
38172,1
38173,0
38174,0
38175,0
38176,0
38177,1
38178,0
38179,1
38180,0
38181,0
38182,0
38183,0
38184,1
38185,0
38186,0
38187,0
38188,0
38189,1
38190,0
38191,0
38192,1
38193,1
38194,0
38195,1
38196,0
38197,0
38198,0
38199,1
38200,0
38201,0
38202,0
38203,0
38204,0
38205,0
38206,0
38207,1
38208,1
38209,1
38210,0
38211,0
38212,1
38213,0
38214,0
38215,1
38216,1
38217,0
38218,0
38219,1
38220,1
38221,0
38222,1
38223,0
38224,0
38225,0
38226,0
38227,0
38228,0
38229,0
38230,0
38231,0
38232,1
38233,0
38234,0
38235,0
38236,0
38237,1
38238,1
38239,0
38240,0
38241,0
38242,0
38243,0
38244,0
38245,0
38246,0
38247,1
38248,1
38249,0
38250,0
38251,1
38252,0
38253,0
38254,0
38255,0
38256,1
38257,1
38258,1
38259,0
38260,0
38261,0
38262,0
38263,0
38264,0
38265,0
38266,1
38267,0
38268,0
38269,1
38270,0
38271,0
38272,0
38273,1
38274,0
38275,0
38276,0
38277,1
38278,0
38279,0
38280,1
38281,1
38282,0
38283,0
38284,0
38285,1
38286,0
38287,0
38288,0
38289,0
38290,0
38291,0
38292,0
38293,0
38294,0
38295,1
38296,0
38297,1
38298,0
38299,0
38300,0
38301,0
38302,0
38303,0
38304,1
38305,0
38306,0
38307,0
38308,1
38309,0
38310,0
38311,0
38312,0
38313,0
38314,1
38315,0
38316,0
38317,0
38318,0
38319,1
38320,1
38321,0
38322,1
38323,0
38324,0
38325,0
38326,1
38327,0
38328,0
38329,0
38330,0
38331,0
38332,0
38333,1
38334,0
38335,0
38336,0
38337,1
38338,0
38339,0
38340,1
38341,1
38342,0
38343,0
38344,1
38345,0
38346,1
38347,0
38348,0
38349,0
38350,0
38351,0
38352,1
38353,0
38354,0
38355,1
38356,0
38357,1
38358,0
38359,0
38360,1
38361,0
38362,0
38363,0
38364,0
38365,0
38366,1
38367,1
38368,0
38369,1
38370,0
38371,0
38372,1
38373,0
38374,0
38375,1
38376,0
38377,0
38378,0
38379,0
38380,0
38381,0
38382,0
38383,0
38384,1
38385,0
38386,0
38387,1
38388,0
38389,0
38390,0
38391,0
38392,0
38393,1
38394,0
38395,1
38396,1
38397,0
38398,1
38399,0
38400,0
38401,0
38402,0
38403,0
38404,0
38405,1
38406,1
38407,1
38408,0
38409,0
38410,0
38411,0
38412,0
38413,0
38414,0
38415,0
38416,0
38417,0
38418,0
38419,0
38420,0
38421,0
38422,1
38423,1
38424,1
38425,0
38426,0
38427,0
38428,0
38429,1
38430,1
38431,0
38432,0
38433,1
38434,0
38435,0
38436,1
38437,0
38438,0
38439,1
38440,1
38441,0
38442,0
38443,0
38444,1
38445,0
38446,0
38447,0
38448,1
38449,0
38450,0
38451,0
38452,0
38453,0
38454,0
38455,0
38456,1
38457,0
38458,0
38459,0
38460,1
38461,0
38462,1
38463,0
38464,0
38465,1
38466,0
38467,0
38468,0
38469,0
38470,0
38471,1
38472,0
38473,1
38474,1
38475,0
38476,0
38477,1
38478,0
38479,0
38480,0
38481,0
38482,1
38483,0
38484,0
38485,1
38486,0
38487,0
38488,0
38489,0
38490,0
38491,0
38492,0
38493,0
38494,0
38495,0
38496,0
38497,0
38498,0
38499,0
38500,0
38501,0
38502,0
38503,0
38504,0
38505,1
38506,0
38507,0
38508,0
38509,0
38510,1
38511,0
38512,1
38513,1
38514,1
38515,0
38516,0
38517,0
38518,0
38519,1
38520,0
38521,0
38522,0
38523,1
38524,0
38525,0
38526,0
38527,0
38528,0
38529,0
38530,1
38531,0
38532,0
38533,0
38534,0
38535,0
38536,0
38537,0
38538,0
38539,0
38540,0
38541,0
38542,0
38543,0
38544,0
38545,0
38546,0
38547,0
38548,0
38549,1
38550,0
38551,0
38552,0
38553,0
38554,0
38555,1
38556,0
38557,0
38558,0
38559,0
38560,0
38561,1
38562,1
38563,0
38564,0
38565,0
38566,0
38567,0
38568,0
38569,0
38570,1
38571,1
38572,1
38573,0
38574,0
38575,0
38576,0
38577,0
